,Sale_Price,Longitude,Latitude,Neighborhood,Lot_Area,Bldg_Type,Overall_Cond,TotRms_AbvGrd,Gr_Liv_Area,Second_Flr_SF,Garage_Type,Sale_Condition,Year_Built,Year_Remod_Add,Bedroom_AbvGr,Bath_AbvGr,Branch_Number
1389,144900,-93.663727,42.034414,Sawyer,9239,OneFam,Very_Good,6,960,False,True,Normal,1963,2003,3,1,Branch_3
1390,185000,-93.665355,42.032495,Sawyer,14175,OneFam,Very_Good,4,1188,False,True,Normal,1956,1956,1,1,Branch_3
1391,165000,-93.665356,42.032566,Sawyer,13284,OneFam,Average,6,1383,False,True,Normal,1954,1954,3,1,Branch_3
1392,235000,-93.666979,42.032155,Clear_Creek,13500,OneFam,Good,4,1252,False,True,Normal,1960,1975,1,1,Branch_3
1393,140000,-93.662134,42.03392,Sawyer,13825,OneFam,Above_Average,6,1601,True,True,Normal,1958,1987,3,1,Branch_3
1394,108000,-93.660673,42.033692,Sawyer,10200,OneFam,Very_Good,4,672,False,True,Normal,1940,1997,2,1,Branch_3
1396,152400,-93.660521,42.033559,Sawyer,8375,OneFam,Good,6,1350,True,True,Normal,1941,1973,2,2,Branch_3
1397,144000,-93.678125,42.029453,Sawyer,10200,OneFam,Very_Good,5,904,False,True,Normal,1970,1970,3,1,Branch_3
1398,173000,-93.676219,42.024662,Clear_Creek,2887,OneFam,Average,6,1291,False,True,Normal,1996,1997,2,1,Branch_3
1399,192000,-93.6739889,42.0243033,Clear_Creek,10005,OneFam,Average,8,2022,True,True,Normal,1977,1977,4,3,Branch_3
1400,245000,-93.67358,42.02521,Clear_Creek,20270,OneFam,Above_Average,7,1524,False,True,Normal,1979,1979,3,2,Branch_3
1401,241500,-93.666066,42.028568,Clear_Creek,39104,OneFam,Good,5,1363,False,True,Normal,1954,2005,2,1,Branch_3
1402,256000,-93.666216,42.028595,Clear_Creek,53227,OneFam,Above_Average,6,1663,False,True,Normal,1954,1994,2,1,Branch_3
1403,177000,-93.666147,42.027332,Edwards,11512,OneFam,Good,5,1357,False,True,Normal,1959,2006,2,1,Branch_3
1404,125600,-93.66515,42.027507,Edwards,5190,OneFam,Average,5,1079,True,True,Normal,1948,1950,2,1,Branch_3
1405,155000,-93.665571,42.027555,Edwards,10452,OneFam,Average,5,1094,False,True,Normal,1953,1953,3,1,Branch_3
1406,240000,-93.663054,42.028381,Clear_Creek,45600,OneFam,Very_Good,10,2358,True,True,Normal,1908,1997,5,3,Branch_3
1407,260000,-93.663123,42.028233,Edwards,19550,OneFam,Good,5,1518,False,False,Normal,1940,2007,2,1,Branch_3
1408,185000,-93.660595,42.028188,Edwards,21780,OneFam,Good,8,1674,True,True,Normal,1918,1950,4,2,Branch_3
1409,235000,-93.6608625,42.0280297,Edwards,13728,OneFam,Good,7,2108,True,True,Normal,1935,1986,4,2,Branch_3
1410,159900,-93.667534,42.024025,Edwards,9571,OneFam,Above_Average,6,1509,False,True,Normal,1956,1956,3,1,Branch_3
1411,99600,-93.6650659,42.0257161,Edwards,9350,Duplex,Average,4,864,False,False,Normal,1975,1975,2,1,Branch_3
1412,134500,-93.66526,42.025036,Edwards,9360,OneFam,Very_Good,7,1269,True,True,Normal,1962,2001,3,2,Branch_3
1413,119000,-93.6644616,42.0236702,Edwards,8405,OneFam,Very_Good,7,1367,True,True,Normal,1900,1950,4,1,Branch_3
1414,107500,-93.6618779,42.0244599,Edwards,7000,TwoFmCon,Good,5,1347,True,False,Normal,1910,1991,3,1,Branch_3
1415,125000,-93.662924,42.022902,Edwards,10880,TwoFmCon,Average,5,1164,False,True,Normal,1950,1950,3,1,Branch_3
1416,79000,-93.658528,42.022769,Edwards,9600,OneFam,Average,5,1096,True,False,Normal,1924,1950,2,1,Branch_3
1417,95000,-93.659949,42.02283,Edwards,9084,OneFam,Above_Average,5,1111,True,True,Normal,1941,1950,3,1,Branch_3
1418,262280,-93.683223,42.031766,Sawyer_West,11839,OneFam,Average,10,2329,True,True,Normal,1990,1990,4,3,Branch_3
1419,260000,-93.683302,42.033912,Sawyer_West,9771,OneFam,Average,9,2814,True,True,Normal,1995,2002,4,3,Branch_3
1420,226500,-93.682029,42.03085,Sawyer_West,9938,OneFam,Average,7,1626,False,True,Normal,1994,1994,3,3,Branch_3
1421,225000,-93.682032,42.031077,Sawyer_West,14171,OneFam,Average,9,2200,True,True,Normal,1993,1994,4,3,Branch_3
1422,229000,-93.682175,42.030621,Sawyer_West,10541,OneFam,Average,8,2037,True,True,Normal,1996,1996,3,3,Branch_3
1423,177439,-93.691284,42.025411,College_Creek,10616,OneFam,Average,6,1356,True,True,Partial,2007,2007,3,3,Branch_3
1424,248500,-93.691095,42.025275,College_Creek,9345,OneFam,Average,7,1615,False,True,Normal,2007,2007,3,2,Branch_3
1426,395039,-93.686789,42.027193,College_Creek,11778,OneFam,Average,8,1766,False,True,Partial,2008,2008,3,3,Branch_3
1427,228000,-93.681199,42.029437,Sawyer_West,11228,OneFam,Average,9,2097,True,True,Normal,1993,1993,3,3,Branch_3
1428,225000,-93.681136,42.030276,Sawyer_West,11454,OneFam,Average,6,1511,False,True,Normal,1995,1995,3,2,Branch_3
1429,195000,-93.6826513,42.0249247,Clear_Creek,11500,OneFam,Above_Average,6,1643,False,True,Normal,1966,1966,2,2,Branch_3
1430,200000,-93.679198,42.025781,Clear_Creek,12798,OneFam,Average,8,1688,True,True,Normal,1997,1997,4,3,Branch_3
1431,155000,-93.692009,42.021173,College_Creek,9750,OneFam,Good,5,990,False,True,Normal,1994,1994,3,1,Branch_3
1432,144000,-93.691213,42.01915,College_Creek,9525,OneFam,Above_Average,6,1099,False,True,Normal,1995,2006,3,2,Branch_3
1433,145000,-93.691612,42.019153,College_Creek,9245,OneFam,Average,5,990,False,True,Normal,1994,1995,3,1,Branch_3
1434,226001,-93.690719,42.018501,College_Creek,8696,OneFam,Average,5,1418,False,True,Normal,1997,1998,3,2,Branch_3
1435,215700,-93.689772,42.018786,College_Creek,13142,OneFam,Average,6,1771,True,True,Normal,1997,1997,3,3,Branch_3
1436,207500,-93.690276,42.017423,College_Creek,8998,OneFam,Average,6,1652,True,True,Normal,2000,2000,3,3,Branch_3
1438,188000,-93.688995,42.017914,College_Creek,8924,OneFam,Average,8,1724,True,True,Normal,1998,1999,3,3,Branch_3
1439,191000,-93.689019,42.017766,College_Creek,9382,OneFam,Average,6,1479,False,True,Normal,1999,2000,3,2,Branch_3
1440,221000,-93.691706,42.016276,College_Creek,12803,OneFam,Average,6,1494,False,True,Normal,2002,2002,3,2,Branch_3
1441,231500,-93.689101,42.015974,College_Creek,12435,OneFam,Average,7,1792,True,True,Normal,2001,2001,3,3,Branch_3
1442,235000,-93.688958,42.01626,College_Creek,12192,OneFam,Average,6,1823,True,True,Normal,2000,2001,3,3,Branch_3
1443,223500,-93.68895,42.015949,College_Creek,11250,OneFam,Average,6,1786,True,True,Normal,2001,2002,3,3,Branch_3
1444,130250,-93.685742,42.022136,College_Creek,9200,OneFam,Above_Average,5,938,False,True,Normal,1975,1980,3,1,Branch_3
1445,149900,-93.686888,42.021234,College_Creek,8385,OneFam,Very_Good,6,985,False,True,Normal,1977,1977,3,2,Branch_3
1446,158000,-93.687518,42.018839,College_Creek,12250,OneFam,Above_Average,5,1174,False,True,Normal,1978,1978,3,1,Branch_3
1447,147000,-93.685158,42.019769,College_Creek,10970,OneFam,Above_Average,5,1026,False,True,Normal,1978,1978,3,1,Branch_3
1449,163000,-93.6844,42.02107,College_Creek,14330,OneFam,Above_Average,5,1558,False,True,Normal,1975,2001,2,2,Branch_3
1450,110000,-93.684289,42.021275,College_Creek,7990,OneFam,Above_Average,5,924,False,True,Normal,1975,1975,3,1,Branch_3
1451,127000,-93.683158,42.020796,College_Creek,7180,OneFam,Good,5,864,False,True,Normal,1972,1972,3,1,Branch_3
1452,124900,-93.683309,42.020991,College_Creek,7200,OneFam,Good,4,780,False,True,Normal,1972,1972,2,1,Branch_3
1453,230000,-93.68786,42.018735,College_Creek,9742,OneFam,Average,7,1795,False,True,Normal,2002,2002,3,2,Branch_3
1454,237000,-93.687704,42.018412,College_Creek,9473,OneFam,Average,7,2031,True,True,Normal,2002,2002,3,3,Branch_3
1455,235000,-93.686189,42.018354,College_Creek,10316,OneFam,Average,7,1865,True,True,Normal,2000,2000,3,3,Branch_3
1456,230500,-93.684227,42.018709,College_Creek,10400,OneFam,Average,8,2161,True,True,Normal,2001,2001,3,3,Branch_3
1457,230000,-93.684396,42.017598,College_Creek,9066,OneFam,Average,7,1852,True,True,Normal,1999,2000,3,3,Branch_3
1458,222500,-93.682718,42.018006,College_Creek,11404,OneFam,Average,8,2031,True,True,Normal,1998,1999,3,3,Branch_3
1459,287000,-93.685572,42.01727,College_Creek,9240,OneFam,Average,7,2263,True,True,Normal,2001,2002,3,3,Branch_3
1460,274000,-93.685569,42.017484,College_Creek,9720,OneFam,Average,7,1947,True,True,Normal,2001,2002,3,3,Branch_3
1461,300000,-93.68522,42.018186,College_Creek,14860,OneFam,Average,6,1786,False,True,Normal,2002,2003,3,2,Branch_3
1462,255900,-93.686644,42.016975,College_Creek,11250,OneFam,Average,9,2290,True,True,Normal,2002,2002,4,3,Branch_3
1463,224900,-93.686982,42.016207,College_Creek,8158,OneFam,Average,8,1768,True,True,Normal,2003,2003,3,3,Branch_3
1464,240000,-93.688193,42.016341,College_Creek,10905,OneFam,Average,9,2327,True,True,Normal,2003,2003,4,3,Branch_3
1465,183000,-93.687674,42.014435,College_Creek,7226,OneFam,Average,6,1640,True,True,Normal,2003,2003,3,3,Branch_3
1466,207000,-93.683856,42.016709,College_Creek,11690,OneFam,Average,7,1764,True,True,Normal,1999,2000,3,3,Branch_3
1467,210000,-93.67994,42.017866,College_Creek,8750,OneFam,Average,8,1908,True,True,Normal,1994,1995,4,3,Branch_3
1468,136500,-93.681121,42.016277,College_Creek,4435,TwnhsE,Average,3,848,False,True,Normal,2003,2003,1,1,Branch_3
1469,145000,-93.68369,42.016254,College_Creek,4426,TwnhsE,Average,3,848,False,True,Normal,2004,2004,1,1,Branch_3
1470,208900,-93.679505,42.017854,College_Creek,13125,OneFam,Average,7,1493,False,True,Normal,1997,1998,3,2,Branch_3
1472,214000,-93.687825,42.014549,College_Creek,9135,OneFam,Average,7,1536,False,True,Normal,2002,2003,3,2,Branch_3
1473,208500,-93.686931,42.013952,College_Creek,8450,OneFam,Average,8,1710,True,True,Normal,2003,2003,3,3,Branch_3
1474,186500,-93.685207,42.013912,College_Creek,9750,OneFam,Average,6,1445,False,True,Normal,2004,2004,3,2,Branch_3
1475,210000,-93.684451,42.013641,College_Creek,8450,OneFam,Average,8,1436,False,True,Normal,2004,2004,3,2,Branch_3
1476,185900,-93.684397,42.013622,College_Creek,8320,OneFam,Average,6,1582,True,True,Normal,2004,2004,3,3,Branch_3
1477,179900,-93.684343,42.013603,College_Creek,11049,OneFam,Average,7,1234,False,True,Normal,2007,2007,3,2,Branch_3
1478,218836,-93.683435,42.015975,College_Creek,11058,OneFam,Above_Average,6,1564,False,True,Normal,2007,2007,3,2,Branch_3
1479,193000,-93.683435,42.015368,College_Creek,9627,OneFam,Average,6,1361,False,True,Normal,2007,2007,3,2,Branch_3
1480,189000,-93.6838447,42.0138316,College_Creek,8199,OneFam,Average,7,1456,True,True,Normal,2005,2005,3,3,Branch_3
1481,149300,-93.683127,42.015927,College_Creek,4426,TwnhsE,Average,3,848,False,True,Normal,2004,2004,1,1,Branch_3
1482,141000,-93.682991,42.015927,College_Creek,4426,TwnhsE,Average,3,848,False,True,Normal,2004,2004,1,1,Branch_3
1483,149000,-93.681436,42.016121,College_Creek,4438,TwnhsE,Average,3,848,False,True,Normal,2004,2004,1,1,Branch_3
1484,144500,-93.681401,42.016122,College_Creek,4438,TwnhsE,Average,4,848,False,True,Normal,2004,2004,1,1,Branch_3
1485,85000,-93.678303,42.01975,Edwards,8777,OneFam,Good,4,796,False,False,Normal,1910,1950,2,1,Branch_3
1486,145900,-93.678304,42.019937,Edwards,8777,Duplex,Good,9,2200,True,False,Normal,1900,2003,4,4,Branch_3
1488,147500,-93.677407,42.021244,Edwards,9937,OneFam,Above_Average,6,1256,False,True,Normal,1965,1965,3,2,Branch_3
1490,135000,-93.673571,42.019996,Edwards,6500,OneFam,Above_Average,6,1127,False,True,Normal,1976,1976,3,2,Branch_3
1491,108000,-93.673137,42.02099,Edwards,13907,OneFam,Above_Average,6,996,False,False,Normal,1940,1969,3,1,Branch_3
1492,137500,-93.671443,42.019861,Edwards,10012,OneFam,Average,6,1181,False,True,Normal,1972,1972,3,2,Branch_3
1493,165400,-93.672408,42.018991,Edwards,6931,OneFam,Average,7,1656,True,True,Normal,2003,2004,3,3,Branch_3
1494,147000,-93.675294,42.018852,Edwards,9638,OneFam,Above_Average,6,1117,False,True,Normal,1977,1977,3,1,Branch_3
1495,160500,-93.675173,42.018912,Edwards,7200,OneFam,Good,6,1398,True,True,Normal,1976,2001,3,2,Branch_3
1496,176000,-93.673251,42.01883,Edwards,7024,OneFam,Average,5,1132,False,True,Normal,2005,2005,2,2,Branch_3
1497,284700,-93.675582,42.017386,Edwards,47007,OneFam,Good,11,3820,False,True,Normal,1959,1996,5,4,Branch_3
1498,160000,-93.674898,42.016804,Edwards,63887,OneFam,Average,12,5642,True,True,Partial,2008,2008,3,3,Branch_3
1499,148000,-93.670627,42.018898,Edwards,3675,TwnhsE,Average,5,1072,False,True,Normal,2005,2005,2,1,Branch_3
1502,118000,-93.6653819,42.020394,Edwards,12108,Duplex,Below_Average,8,1440,False,False,Normal,1955,1955,4,2,Branch_3
1503,82500,-93.665562,42.019544,Edwards,6845,Duplex,Average,6,1152,False,False,Normal,1955,1955,2,2,Branch_3
1504,91900,-93.661895,42.020112,Edwards,6931,TwoFmCon,Average,4,784,False,False,Normal,1955,1955,2,1,Branch_3
1506,96000,-93.664925,42.01797,Edwards,8050,OneFam,Very_Good,8,1137,True,False,Normal,1947,1993,4,2,Branch_3
1507,99000,-93.665829,42.017962,Edwards,9520,OneFam,Average,5,930,False,True,Normal,1953,1953,2,1,Branch_3
1508,130500,-93.664506,42.0198028,Edwards,11767,OneFam,Above_Average,6,1200,True,True,Normal,1946,1995,3,1,Branch_3
1509,135000,-93.663479,42.019959,Edwards,8172,OneFam,Above_Average,7,1470,True,True,Normal,1954,1972,4,2,Branch_3
1510,135500,-93.66345,42.018541,Edwards,16466,OneFam,Good,8,1393,True,True,Normal,1955,1955,3,2,Branch_3
1512,108000,-93.6558,42.02224,Edwards,5142,OneFam,Good,6,1292,True,True,Normal,1923,2008,3,2,Branch_3
1513,98000,-93.656681,42.022238,Edwards,5604,OneFam,Above_Average,5,864,False,False,Normal,1925,1950,2,1,Branch_3
1514,67000,-93.656735,42.022089,Edwards,8248,OneFam,Fair,5,864,False,False,Normal,1914,1950,2,1,Branch_3
1515,135900,-93.655851,42.0214496,South_and_West_of_Iowa_State_University,5687,TwoFmCon,Above_Average,9,1716,True,False,Normal,1912,2000,6,2,Branch_4
1516,140000,-93.64856,42.019986,South_and_West_of_Iowa_State_University,12155,OneFam,Very_Good,7,1482,True,True,Normal,1925,1950,4,2,Branch_4
1517,179500,-93.65181,42.018715,South_and_West_of_Iowa_State_University,8400,OneFam,Very_Good,8,2192,True,True,Normal,1939,1997,4,3,Branch_4
1518,136500,-93.651785,42.017413,South_and_West_of_Iowa_State_University,8400,OneFam,Average,7,1694,True,True,Normal,1925,1950,4,2,Branch_4
1519,168000,-93.651635,42.017083,South_and_West_of_Iowa_State_University,7290,OneFam,Very_Good,7,1424,False,True,Normal,1921,1950,2,2,Branch_4
1521,189000,-93.646748,42.019092,South_and_West_of_Iowa_State_University,9842,OneFam,Above_Average,8,2601,True,True,Normal,1921,1998,4,4,Branch_4
1523,145000,-93.646438,42.01791,Crawford,8969,OneFam,Above_Average,6,1316,True,True,Normal,1926,1950,2,1,Branch_4
1524,191000,-93.646438,42.017834,Crawford,11526,OneFam,Good,11,2555,True,True,Normal,1922,1994,3,2,Branch_4
1525,177000,-93.6447083,42.0176853,Crawford,15576,OneFam,Good,8,1680,True,True,Normal,1915,1976,4,2,Branch_4
1526,147500,-93.646288,42.01789,Crawford,15564,OneFam,Above_Average,6,1264,True,True,Normal,1914,1995,3,1,Branch_4
1527,91000,-93.64842,42.016887,South_and_West_of_Iowa_State_University,6292,OneFam,Average,4,790,False,True,Normal,1930,1950,2,1,Branch_4
1528,231000,-93.6447134,42.0168678,Crawford,7609,OneFam,Excellent,7,1512,True,True,Normal,1925,1997,3,2,Branch_4
1529,115000,-93.646735,42.016072,South_and_West_of_Iowa_State_University,10480,OneFam,Average,6,1639,False,True,Normal,1936,1950,3,1,Branch_4
1530,138000,-93.642886,42.019833,Crawford,9650,OneFam,Fair,7,1603,True,True,Normal,1923,1950,4,1,Branch_4
1531,149000,-93.642821,42.019617,Crawford,7200,OneFam,Above_Average,6,1502,True,True,Normal,1931,2000,3,2,Branch_4
1532,188700,-93.641405,42.018443,Crawford,11988,OneFam,Good,6,1660,True,True,Normal,1934,1995,3,2,Branch_4
1533,198000,-93.63962,42.018888,Crawford,11700,OneFam,Above_Average,7,1938,True,True,Normal,1937,1995,4,2,Branch_4
1534,110000,-93.639497,42.018766,Crawford,9260,OneFam,Below_Average,6,1374,True,True,Normal,1938,1950,3,1,Branch_4
1535,104000,-93.639467,42.017528,Crawford,7801,OneFam,Average,5,1091,False,True,Normal,1951,1951,2,1,Branch_4
1537,381000,-93.642597,42.01601,Crawford,14100,OneFam,Excellent,11,3447,True,True,Normal,1935,1997,4,4,Branch_4
1538,311500,-93.643378,42.015667,Crawford,15660,OneFam,Excellent,8,1954,True,True,Normal,1939,2006,3,2,Branch_4
1539,263400,-93.64293,42.014567,Crawford,12392,OneFam,Excellent,8,2161,True,True,Normal,1950,2000,3,3,Branch_4
1540,236500,-93.640311,42.012638,Crawford,26073,OneFam,Average,7,1898,False,True,Normal,1956,1956,3,3,Branch_4
1541,224000,-93.640293,42.012488,Crawford,14778,OneFam,Good,7,1640,False,True,Normal,1954,2006,3,1,Branch_4
1542,116500,-93.645743,42.009489,Blueste,1879,Twnhs,Above_Average,5,1032,True,True,Normal,1980,1980,2,1,Branch_4
1543,151000,-93.645743,42.009489,Blueste,1950,Twnhs,Above_Average,6,1556,True,True,Normal,1980,1980,3,3,Branch_4
1544,126000,-93.628409,42.022607,Iowa_DOT_and_Rail_Road,7000,OneFam,Very_Good,5,919,False,True,Normal,1926,1998,2,1,Branch_4
1545,120000,-93.627459,42.021806,Iowa_DOT_and_Rail_Road,6000,OneFam,Very_Good,5,1090,True,True,Normal,1940,2006,3,1,Branch_4
1546,55000,-93.625291,42.022797,Iowa_DOT_and_Rail_Road,3636,OneFam,Below_Average,5,796,False,False,Normal,1922,1950,2,1,Branch_4
1547,120500,-93.625288,42.022516,Iowa_DOT_and_Rail_Road,5890,OneFam,Very_Good,5,816,False,True,Normal,1930,2007,2,1,Branch_4
1548,120500,-93.6291062,42.0213831,Iowa_DOT_and_Rail_Road,6900,OneFam,Above_Average,4,778,False,True,Normal,1940,1955,2,1,Branch_4
1549,119000,-93.628385,42.021276,Iowa_DOT_and_Rail_Road,8155,OneFam,Good,7,1200,True,False,Normal,1930,1950,4,1,Branch_4
1550,126000,-93.6258429,42.0214037,Iowa_DOT_and_Rail_Road,6000,OneFam,Average,7,1656,True,True,Normal,1967,1967,3,2,Branch_4
1551,99500,-93.626835,42.020379,Iowa_DOT_and_Rail_Road,7392,OneFam,Good,5,912,False,True,Normal,1930,1995,2,1,Branch_4
1552,165500,-93.625143,42.021389,Iowa_DOT_and_Rail_Road,9000,OneFam,Average,7,1955,True,True,Normal,1958,1958,4,2,Branch_4
1554,89000,-93.615426,42.021162,Iowa_DOT_and_Rail_Road,5280,OneFam,Good,6,1361,True,True,Normal,1895,1950,2,1,Branch_4
1555,40000,-93.616848,42.021506,Iowa_DOT_and_Rail_Road,8500,OneFam,Below_Average,6,1317,True,True,Normal,1920,1950,3,1,Branch_4
1556,80900,-93.616849,42.021594,Iowa_DOT_and_Rail_Road,5150,OneFam,Good,5,1049,True,True,Normal,1910,2000,2,1,Branch_4
1557,81000,-93.604195,42.022458,Iowa_DOT_and_Rail_Road,18000,OneFam,Below_Average,6,894,False,True,Normal,1935,1950,2,1,Branch_4
1558,65000,-93.604193,42.022626,Iowa_DOT_and_Rail_Road,9000,OneFam,Above_Average,5,864,True,True,Normal,1920,1950,3,2,Branch_4
1559,392500,-93.616242,42.009326,Crawford,5587,TwnhsE,Average,5,1652,False,True,Partial,2008,2008,2,2,Branch_4
1560,294464,-93.616584,42.008803,Crawford,3843,TwnhsE,Average,5,1648,False,True,Partial,2007,2008,2,2,Branch_4
1561,250000,-93.615985,42.008806,Crawford,3811,TwnhsE,Average,5,1646,False,True,Normal,2004,2005,2,2,Branch_4
1562,275000,-93.615921,42.0091899,Crawford,3842,TwnhsE,Average,5,1646,False,True,Normal,2004,2005,2,2,Branch_4
1563,300000,-93.607342,41.99507,Mitchell,23730,OneFam,Average,7,2032,False,True,Normal,1996,1997,3,3,Branch_4
1564,271000,-93.607121,41.997124,Mitchell,13265,OneFam,Average,7,1689,False,True,Normal,2002,2002,3,2,Branch_4
1565,213000,-93.60489,41.997062,Mitchell,11050,OneFam,Average,8,1820,True,True,Normal,1996,1997,3,3,Branch_4
1566,171000,-93.604549,41.997069,Mitchell,9880,OneFam,Above_Average,6,1118,False,True,Normal,1977,1977,3,1,Branch_4
1567,171500,-93.604548,41.996919,Mitchell,10125,OneFam,Above_Average,6,1279,False,True,Normal,1977,1977,3,2,Branch_4
1569,228500,-93.602429,41.995991,Mitchell,9990,OneFam,Average,6,1689,False,True,Normal,1991,1991,3,2,Branch_4
1570,228950,-93.658875,41.998543,Timberland,164660,TwoFmCon,Above_Average,7,1786,True,True,Normal,1965,1965,3,2,Branch_4
1571,241500,-93.639793,42.00514,Timberland,4084,TwnhsE,Above_Average,6,1501,False,True,Normal,1986,1986,2,2,Branch_4
1573,294000,-93.653122,41.995141,Timberland,11563,OneFam,Average,8,1537,False,True,Normal,2006,2007,3,2,Branch_4
1574,293077,-93.653025,41.994841,Timberland,9520,OneFam,Average,7,1646,False,True,Partial,2007,2008,3,2,Branch_4
1575,264966,-93.651718,41.99373,Timberland,12852,OneFam,Average,6,1780,True,True,Partial,2007,2007,3,3,Branch_4
1576,172500,-93.649198,41.995142,Timberland,9802,OneFam,Average,6,1442,True,True,Normal,2006,2007,3,3,Branch_4
1577,167500,-93.649475,41.993751,Timberland,9735,OneFam,Average,7,1394,True,True,Normal,2006,2007,3,3,Branch_4
1578,218689,-93.650431,41.995175,Timberland,12018,OneFam,Average,6,1612,True,True,Partial,2008,2008,3,3,Branch_4
1579,150000,-93.644679,41.999812,Timberland,12890,OneFam,Average,8,1495,False,True,Normal,1989,1989,3,2,Branch_4
1580,184000,-93.646054,41.999575,Timberland,12416,OneFam,Average,7,1651,False,True,Normal,1986,1986,3,2,Branch_4
1581,180000,-93.6470597,41.9976055,Timberland,18265,OneFam,Average,6,1256,False,True,Normal,1986,1986,3,2,Branch_4
1583,232500,-93.646726,41.995512,Timberland,11202,OneFam,Average,7,1440,False,True,Normal,2003,2003,3,2,Branch_4
1584,195000,-93.646645,41.99639,Timberland,7915,OneFam,Average,6,1675,False,True,Normal,1999,2000,3,2,Branch_4
1585,305000,-93.647834,41.99423,Timberland,12244,OneFam,Average,10,2262,True,True,Normal,2003,2003,4,3,Branch_4
1586,298751,-93.653218,41.99312,Timberland,11449,OneFam,Average,7,1728,False,True,Normal,2007,2007,3,2,Branch_4
1587,370000,-93.647214,41.993611,Timberland,11447,OneFam,Average,7,1964,False,True,Normal,2005,2006,3,3,Branch_4
1591,160500,-93.608197,41.993059,Mitchell,4500,TwnhsE,Average,4,1189,False,True,Normal,1997,1997,2,2,Branch_4
1592,173000,-93.606374,41.993185,Mitchell,14137,OneFam,Average,6,1200,False,True,Normal,1964,1964,3,1,Branch_4
1593,124000,-93.605351,41.99261,Meadow_Village,4224,TwnhsE,Above_Average,6,1040,False,True,Normal,1975,1975,3,1,Branch_4
1594,115000,-93.604649,41.991372,Meadow_Village,2665,TwnhsE,Above_Average,4,1304,True,True,Normal,1976,1976,3,2,Branch_4
1595,129500,-93.604184,41.990899,Meadow_Village,2665,TwnhsE,Good,6,1475,True,True,Normal,1976,1976,4,2,Branch_4
1596,105000,-93.603601,41.991883,Meadow_Village,1974,Twnhs,Good,5,988,True,True,Normal,1973,2006,2,1,Branch_4
1597,94900,-93.604269,41.991779,Meadow_Village,1596,Twnhs,Above_Average,4,988,True,True,Normal,1973,1973,1,1,Branch_4
1598,152500,-93.601444,41.993249,Mitchell,17979,OneFam,Above_Average,6,1160,False,True,Normal,1968,1968,3,1,Branch_4
1599,98000,-93.603178,41.992133,Meadow_Village,1477,Twnhs,Excellent,6,1092,True,False,Normal,1970,2007,3,3,Branch_4
1600,81000,-93.603458,41.991933,Meadow_Village,1890,Twnhs,Good,3,630,False,False,Normal,1972,1972,1,1,Branch_4
1601,113000,-93.610109,41.988675,Mitchell,21750,OneFam,Average,4,988,False,True,Normal,1954,1954,2,1,Branch_4
1602,128500,-93.6051072,41.987109,Mitchell,6490,OneFam,Good,4,816,False,True,Normal,1983,1983,2,1,Branch_4
1603,119500,-93.604761,41.988934,Mitchell,6951,OneFam,Average,5,923,False,True,Normal,1984,1985,3,1,Branch_4
1604,130500,-93.603917,41.98811,Mitchell,6600,OneFam,Excellent,5,816,False,True,Normal,1982,2008,3,1,Branch_4
1605,138000,-93.603916,41.988076,Mitchell,6600,OneFam,Very_Good,4,816,False,True,Normal,1982,2003,2,1,Branch_4
1606,134500,-93.603886,41.987289,Mitchell,6600,OneFam,Above_Average,6,845,False,True,Normal,1982,2005,3,1,Branch_4
1607,160000,-93.608291,41.98658,Mitchell,12508,OneFam,Good,7,1750,True,True,Normal,1940,1985,4,2,Branch_4
1608,137500,-93.603722,41.986498,Mitchell,12395,OneFam,Above_Average,6,889,False,True,Normal,1984,1984,3,1,Branch_4
1609,172000,-93.600066,41.991885,Mitchell,11075,OneFam,Below_Average,7,1968,True,True,Normal,1969,1969,4,3,Branch_4
1610,103000,-93.577427,42.022745,Iowa_DOT_and_Rail_Road,56600,OneFam,Very_Poor,7,1836,True,True,Normal,1900,1950,4,2,Branch_4
1611,167300,-93.618504,42.051297,North_Ames,10667,OneFam,Above_Average,7,1587,False,True,Normal,1971,1971,3,2,Branch_2
1612,167000,-93.618503,42.051357,North_Ames,10628,OneFam,Average,5,1277,False,True,Normal,1970,1970,2,1,Branch_2
1613,244000,-93.617273,42.049671,North_Ames,13651,OneFam,Above_Average,8,2223,False,True,Normal,1973,1973,3,2,Branch_2
1614,268000,-93.61728,42.050443,North_Ames,15865,OneFam,Above_Average,8,2217,False,True,Normal,1970,1970,4,2,Branch_2
1616,168000,-93.63736,42.060466,Gilbert,10364,OneFam,Average,7,1572,True,True,Normal,1995,1996,3,3,Branch_1
1617,177000,-93.636146,42.061664,Gilbert,13869,OneFam,Above_Average,6,1470,True,True,Normal,1997,1997,3,2,Branch_1
1618,169000,-93.636972,42.061326,Gilbert,8773,OneFam,Average,7,1600,True,True,Normal,1997,1997,3,3,Branch_1
1619,161500,-93.637189,42.061242,Gilbert,8872,OneFam,Average,7,1384,True,True,Normal,1997,1997,3,3,Branch_1
1620,251000,-93.634341,42.063067,Stone_Brook,5330,TwnhsE,Average,6,1652,False,True,Normal,2000,2000,2,2,Branch_1
1621,160000,-93.636345,42.059592,Gilbert,10147,OneFam,Average,7,1694,True,True,Normal,1994,1994,3,3,Branch_1
1623,178750,-93.637865,42.059562,Gilbert,7875,OneFam,Average,6,1553,True,True,Normal,1996,1996,3,3,Branch_1
